avg_orders,location,class,avg_delivery_time,overtime_rate,violation_pickup_rate,violation_delivery_rate,claim_rate,false_report_rate
43.05,Harbin,Regular,1702.439854,0.043742406,0,0,0.002430134,0.001215067
41.89,Harbin,Regular,2170.147862,0.155074704,0,0,0.00309119,0
24.72,Harbin,Regular,1740.298755,0.013831259,0,0,0,0
13,Harbin,Regular,2180.076923,0,0,0,0,0
51.86,Harbin,Elite,1631.763506,0.066018134,0,0,0.000661126,0.000188893
10,Harbin,Regular,1803.05,0.1,0,0,0,0
78,Harbin,Elite,1870.589744,0.128205128,0,0,0,0
28.67,Harbin,Regular,1717.103448,0.08045977,0,0,0,0
21.78,Harbin,Regular,1497.916667,0.08531746,0.001984127,0.001984127,0.001984127,0
9,Harbin,Regular,1553.555556,0.222222222,0,0,0.111111111,0
43.38,Harbin,Regular,1669.449719,0.026722925,0,0,0.000351617,0
22.93,Harbin,Regular,1519.895706,0.039877301,0,0,0,0
26.79,Harbin,Regular,1642.717507,0.01193634,0,0,0,0
29.25,Harbin,Regular,1600.694545,0.050909091,0,0,0.002424242,0
35.6,Harbin,Regular,1690.15,0.133333333,0.011111111,0,0.011111111,0
45.26,Harbin,Regular,1698.576404,0.130337079,0.002808989,0.003370787,0.001123596,0
26.57,Harbin,Regular,1408.566845,0.048128342,0,0,0,0
14.33,Harbin,Regular,1651.248555,0.011560694,0,0,0,0
19,Harbin,Regular,1538.947368,0.052631579,0,0,0,0
25.33,Harbin,Regular,1509.065789,0.059210526,0.006578947,0,0,0
11.5,Harbin,Regular,1703.608696,0.130434783,0,0,0,0
15.67,Harbin,Regular,1429.675393,0.068062827,0,0,0,0
25.33,Harbin,Regular,1625.114286,0.148051948,0.007792208,0,0.005194805,0
27.52,Harbin,Regular,1205.655541,0.013351135,0,0,0,0
28.33,Harbin,Regular,1497.845794,0.011682243,0,0,0,0
28.19,Harbin,Regular,1697.780797,0.019565217,0,0,0,0.000362319
52.43,Harbin,Regular,1474.466331,0.019509125,0,0,0.000629327,0
25.33,Harbin,Regular,1370.298701,0.038961039,0,0,0,0
31.56,Harbin,Regular,1312.469925,0.033834586,0,0,0,0
5,Harbin,Regular,1543.6,0,0,0,0,0
30,Harbin,Regular,1635.266667,0,0,0.033333333,0,0
45.74,Harbin,Regular,1825.503311,0.123935667,0,0,0.002838221,0
36.38,Harbin,Regular,1818.530401,0.107373868,0,0,0,0
18.25,Harbin,Regular,1664.739726,0.068493151,0,0,0,0
46.43,Harbin,Regular,1589.225462,0.067567568,0,0,0.000711238,0
45.58,Harbin,Regular,1932.102703,0.068468468,0,0,0.001801802,0
19.43,Harbin,Regular,1157.072464,0.014492754,0,0,0.007246377,0
36,Harbin,Regular,1951.993151,0.116438356,0,0,0.006849315,0
35.49,Harbin,Regular,1557.908194,0.024279211,0.000758725,0,0.000758725,0
30.81,Harbin,Regular,1566.143035,0.114427861,0,0,0.002487562,0.001243781
10,Harbin,Regular,1503.9,0,0,0,0,0
16.33,Harbin,Regular,1613.102041,0.081632653,0,0,0,0
44.77,Harbin,Regular,1551.947698,0.064319567,0.000338524,0,0.000677048,0
21.33,Harbin,Regular,2337.625,0.375,0,0,0,0
33.45,Harbin,Regular,1624.949536,0.06716141,0.000371058,0,0.00148423,0
36.52,Harbin,Regular,1489.244221,0.053266332,0,0,0.001005025,0
39.73,Harbin,Regular,1538.59435,0.038418079,0.001129944,0.001129944,0.003389831,0
11,Harbin,Regular,2893.909091,0.090909091,0,0,0,0
37.06,Harbin,Regular,1861.914697,0.072456321,0,0,0.000770812,0.000513875
29.35,Harbin,Regular,1179.329341,0,0,0,0,0
18,Harbin,Regular,1560.462963,0,0,0,0,0
16,Harbin,Regular,1526.1875,0,0,0,0,0
2,Harbin,Regular,2057.5,0,0,0,0,0
13.5,Harbin,Regular,1395.785714,0.071428571,0,0,0,0
61.95,Harbin,Elite,1535.694666,0.010443571,0,0,0,0
59.13,Harbin,Elite,1642.889121,0.021795187,0,0,0.00024558,0.000306974
15,Harbin,Regular,1815.266667,0.033333333,0,0,0,0
32.93,Harbin,Regular,1581.032832,0.076607387,0,0,0.000683995,0
42,Harbin,Regular,1777.734219,0.086378738,0,0,0.003322259,0
34.44,Harbin,Regular,1778.8016,0.0208,0,0,0.0016,0
33.5,Harbin,Regular,1790.503686,0.194103194,0,0,0,0
53.92,Harbin,Elite,1420.296568,0.001179318,0,0,0.000310347,6.21E-05
17.14,Harbin,Regular,1564.879032,0.201612903,0,0,0,0
29.33,Harbin,Regular,1536.738636,0.056818182,0,0,0,0
30.03,Harbin,Regular,1813.630857,0.105142857,0.004571429,0.001142857,0.002285714,0
34.88,Harbin,Regular,1463.055833,0.014290462,0,0.000332336,0,0
49.81,Harbin,Regular,1789.363666,0.034083601,0,0,0.000643087,0.000321543
2,Harbin,Regular,1687.5,0.5,0,0,0,0
26,Harbin,Regular,1210.038462,0.038461538,0,0,0,0
22,Harbin,Regular,1299.863636,0.045454545,0,0,0,0
23,Harbin,Regular,2104.26087,0.173913043,0,0,0,0
19.33,Harbin,Regular,1336.864407,0,0,0,0,0
37.62,Harbin,Regular,1300.508764,0.012316438,0,0,0.000473709,0
20.79,Harbin,Regular,1552.446115,0.077694236,0,0.002506266,0.002506266,0.002506266
25,Harbin,Regular,1183.36,0,0,0,0,0
27.6,Harbin,Regular,1549.899281,0.040767386,0,0,0,0
32.72,Harbin,Regular,1813.267513,0.04260549,0,0,0,0
3,Harbin,Regular,1302.5,0,0,0,0,0
33.5,Harbin,Regular,1506.548148,0.044444444,0,0,0,0
3,Harbin,Regular,1547.666667,0,0,0,0,0
25.75,Harbin,Regular,1301.933962,0.08490566,0.009433962,0,0.004716981,0
39,Harbin,Regular,1312.44484,0.035587189,0,0,0,0
16.05,Harbin,Regular,1441.888563,0.002932551,0,0,0,0
46.42,Harbin,Elite,1674.739275,0.02507772,0,0,0.001036269,0
24.75,Harbin,Regular,1425.635452,0.013377926,0,0,0,0
43.33,Harbin,Regular,1430.603448,0.045977011,0,0,0,0
9,Harbin,Regular,1962.944444,0.055555556,0,0,0,0
36.22,Harbin,Regular,1764.350453,0.114048338,0.001510574,0,0.000755287,0.000755287
18.56,Harbin,Regular,1706.575708,0.023420479,0,0,0.000544662,0
43,Harbin,Regular,2227.477273,0.272727273,0,0,0,0
45.36,Harbin,Regular,1581.484436,0.045719844,0,0,0,0
14.27,Harbin,Regular,1423.191589,0.023364486,0,0,0,0
26.75,Harbin,Regular,1300.787037,0.064814815,0,0,0,0
30.36,Harbin,Regular,1515.176119,0.005970149,0,0.005970149,0,0
34.1,Harbin,Regular,1684.109267,0.030428769,0,0,0.002766252,0.002766252
28.47,Harbin,Regular,1682.436364,0.151515152,0,0,0.012121212,0
49.09,Harbin,Regular,1579.523657,0.001683785,0,0,0.000336757,0.000168379
26.31,Harbin,Regular,2072.36385,0.157276995,0,0,0.011737089,0
21.8,Harbin,Regular,1192.844037,0.009174312,0,0,0,0
48.79,Harbin,Elite,1701.803267,0.048557975,0,0,0.000588582,0.000441436
45.98,Harbin,Elite,1414.969057,0.00589391,0,0,0.000491159,0
11.25,Harbin,Regular,1362.777778,0.022222222,0,0.022222222,0.022222222,0
43.6,Harbin,Regular,1625.593363,0.034986006,0,0,0.00139944,0
26,Harbin,Regular,1507.586538,0.038461538,0,0.009615385,0,0
30.37,Harbin,Regular,1660.175809,0.076888489,0.001798561,0,0,0
20.5,Harbin,Regular,1481.548387,0.016129032,0,0,0.008064516,0
44.57,Harbin,Regular,1810.140996,0.035249042,0,0,0.000383142,0
37.5,Harbin,Elite,1822.829418,0.049029622,0,0,0,0
12.75,Harbin,Regular,1352.098039,0,0,0,0,0
18.51,Harbin,Regular,1615.444193,0.062594268,0,0,0.001508296,0
34.86,Harbin,Regular,1715.336412,0.044745484,0,0,0.000821018,0
36.14,Harbin,Regular,1574.945725,0.031226766,0,0,0.002230483,0
33.74,Harbin,Regular,1477.372163,0.037065053,0.003025719,0.00075643,0,0.00075643
24.8,Harbin,Regular,1216.256,0.016,0,0,0,0
32.25,Harbin,Regular,1671.699454,0.005464481,0,0,0.003278689,0
30.7,Harbin,Regular,1522.723024,0.006872852,0,0,0.00045819,0.000229095
39.77,Harbin,Regular,1385.374517,0.012548263,0,0,0.000965251,0
20.75,Harbin,Regular,1180.289157,0.012048193,0,0,0,0
52.94,Harbin,Regular,1573.555407,0.057607656,0,0,0.001339713,0.000191388
54.19,Harbin,Elite,1570.08446,0.029578278,0,0,0.000808781,0.000462161
19.5,Harbin,Regular,1686.425,0.075,0.025,0,0,0
27.42,Harbin,Regular,1346.75838,0.018156425,0,0,0.001396648,0
6,Harbin,Regular,1474.5,0,0,0,0,0
8,Harbin,Regular,1457.75,0.041666667,0,0,0,0
26.89,Harbin,Regular,1600.93179,0.088861076,0.001251564,0.000312891,0,0.000312891
42.02,Harbin,Regular,1825.888451,0.051267606,0,0,0.00056338,0.00056338
25,Harbin,Regular,1436.930464,0.09602649,0,0,0,0
11,Harbin,Regular,1194.840909,0,0,0,0,0
27.4,Harbin,Regular,1550.28777,0.057553957,0,0,0,0
13.11,Harbin,Regular,1402.980226,0.008474576,0,0,0,0
54.56,Harbin,Regular,1133.773954,0.005398111,0,0,0.002024291,0
36.89,Harbin,Regular,1628.681767,0.071508798,0.000374392,0,0,0
11,Harbin,Regular,1502.363636,0,0.136363636,0,0,0
45.71,Harbin,Elite,1688.068385,0.04101398,8.42E-05,0,0.000589523,8.42E-05
14,Harbin,Regular,1295.485714,0.057142857,0,0,0,0
41.62,Harbin,Regular,1391.854905,0.047815334,0.000824402,0,0,0
28.25,Harbin,Regular,1357.265487,0.008849558,0,0,0,0
38.09,Harbin,Regular,1507.980726,0.036281179,0,0,0.001133787,0
29.33,Harbin,Regular,1566.167925,0.022641509,0,0,0,0
36.69,Harbin,Regular,1406.273389,0.061330561,0,0,0,0
23.31,Harbin,Regular,1333.633987,0.075163399,0,0,0.003267974,0
46.89,Harbin,Regular,1442.570203,0.027990971,0,0,0.000451467,0
35.57,Harbin,Regular,1213.11976,0,0,0,0,0
25,Harbin,Regular,1497.92,0.04,0,0,0,0
38.8,Harbin,Regular,1581.028467,0.07080292,0,0,0,0
33.08,Harbin,Regular,1435.756617,0.009360878,0,0,0.000322789,0
47.75,Harbin,Regular,1599.801047,0.073298429,0,0,0,0
10,Harbin,Regular,2031.9,0.1,0,0,0,0
27.73,Harbin,Regular,1539.413115,0.085245902,0,0,0,0
24.26,Harbin,Regular,1971.0053,0.167844523,0,0,0.003533569,0
44.17,Harbin,Regular,1885.902174,0.165372671,0,0,0.002329193,0
44.48,Harbin,Regular,1681.643872,0.055950266,0,0,0.000888099,0
31,Harbin,Regular,1502.75,0.044871795,0,0,0,0
36.61,Harbin,Regular,1742.502418,0.161992263,0,0,0.001450677,0
54.46,Harbin,Elite,1492.909807,0.011399832,0.000335289,0,0.000502934,0.000335289
39.85,Harbin,Regular,1605.308091,0.043568465,0.000345781,0,0.000691563,0
9,Harbin,Regular,1787,0,0,0,0,0
25.83,Harbin,Regular,1418.727053,0.066827697,0,0,0,0
32.56,Harbin,Regular,1532.746183,0.017175573,0,0,0,0
3.33,Harbin,Regular,1221.7,0,0,0,0,0
19.5,Harbin,Elite,2134.282051,0.038461538,0,0,0,0
10,Harbin,Regular,1511.5,0,0,0,0,0
40.08,Harbin,Regular,1158.485757,0.009370315,0,0,0,0
24,Harbin,Regular,1920.916667,0.083333333,0,0,0,0
8,Harbin,Regular,1205.125,0,0,0,0,0
32.64,Harbin,Regular,1473.516376,0.015283843,0,0,0,0
41.9,Harbin,Regular,1547.165113,0.039502885,0,0,0.000221926,0.000221926
13,Harbin,Regular,1102.642857,0,0,0,0,0
32.83,Harbin,Regular,1663.341656,0.160315375,0,0,0.00131406,0
24.22,Harbin,Regular,1780.276018,0.167420814,0.004524887,0,0,0.004524887
44.38,Harbin,Regular,1382.863128,0.01396648,0,0,0,0
5,Harbin,Regular,1665.8,0.4,0,0,0,0
33.81,Harbin,Regular,1561.530139,0.029366306,0,0,0.000515198,0
29.31,Harbin,Regular,1494.609661,0.095300261,0,0,0.001305483,0
30.93,Harbin,Regular,1476.657471,0.087356322,0,0,0,0
45.54,Harbin,Regular,1514.250287,0.052011494,0.001724138,0.000862069,0.000574713,0
27.19,Harbin,Regular,1410.863874,0.040139616,0,0,0,0.001745201
33.87,Harbin,Elite,1609.528155,0.015533981,0,0,0,0
13.67,Harbin,Regular,1688.604651,0.069767442,0,0.023255814,0,0
39,Harbin,Regular,1423.201681,0.054621849,0,0,0,0
39.68,Harbin,Regular,1820.223896,0.095736533,0,0,0.001787082,0.000255297
20.21,Harbin,Regular,1559.66366,0.00128866,0,0,0.00128866,0
35.9,Harbin,Regular,1761.161162,0.092470277,0,0,0,0
29.1,Harbin,Regular,1400.761905,0.020408163,0,0,0,0
20.23,Harbin,Regular,1451.855513,0.038022814,0,0,0,0
75.95,Harbin,Elite,1385.858038,0.003336704,0,0,0.000151668,5.06E-05
34,Harbin,Regular,1335.665779,0.043941411,0.001331558,0.002663116,0.002663116,0
19.3,Harbin,Regular,1330.015544,0.010362694,0.005181347,0,0,0
19.14,Harbin,Regular,1241.533333,0.007407407,0,0.007407407,0,0
55.29,Harbin,Elite,1876.11135,0.092970217,0,0,0.000804937,0.000134156
27.75,Harbin,Regular,1412.761062,0.079646018,0,0,0,0
30,Harbin,Regular,1399.744444,0.055555556,0,0,0,0
41.71,Harbin,Regular,1864.763307,0.106455266,0,0,0,0
37.34,Harbin,Regular,1562.938253,0.027108434,0,0,0,0
35.61,Harbin,Regular,1466.01992,0.055776892,0,0,0.000996016,0
35.67,Harbin,Regular,1765.084112,0.08411215,0,0,0,0
45.81,Harbin,Regular,1492.191667,0.010833333,0,0,0.000833333,0
44.97,Harbin,Elite,1682.492776,0.071740591,0,0,0.000588038,8.40E-05
39.25,Harbin,Regular,1288.785489,0.017350158,0,0,0,0
45.78,Harbin,Regular,1307.533011,0.004830918,0,0,0,0
25.11,Harbin,Regular,2013.1261,0.262463343,0.030791789,0,0.001466276,0
5,Harbin,Regular,1062,0,0,0,0,0
21.02,Harbin,Regular,1476.360288,0.060197664,0,0,0.002695418,0
33.36,Harbin,Regular,1448.061043,0.004239084,0.000141303,0,0.000282606,0.000141303
26.75,Harbin,Regular,1317.869159,0.018691589,0,0,0,0
49.23,Harbin,Regular,1317.055158,0.009894737,0,0,0.000210526,0
29.78,Harbin,Regular,1044.051095,0,0,0,0,0
45.72,Harbin,Regular,1771.423934,0.067950481,0,0,0.001100413,0.000550206
25.5,Harbin,Regular,1266.588235,0.009803922,0,0,0,0
30.27,Harbin,Regular,1267.989022,0.006986028,0,0,0,0
10,Harbin,Regular,1463.6,0.3,0,0,0,0
28.95,Harbin,Regular,1716.507745,0.101549053,0,0,0,0
14,Harbin,Regular,1864.785714,0.214285714,0,0,0,0
28.9,Harbin,Elite,1648.395957,0.034482759,0,0,0.001189061,0
58.92,Harbin,Elite,1834.934438,0.051224944,0,0,0.001809577,0.000417595
12.94,Harbin,Regular,1788.695238,0.180952381,0,0,0.004761905,0
44.74,Harbin,Regular,1564.161972,0.026995305,0,0,0,0
36.5,Harbin,Regular,1693.263491,0.028196403,0,0,0.000486145,0
10,Harbin,Regular,2037.633333,0,0,0,0,0
33.8,Harbin,Regular,1842.751445,0.130057803,0,0,0.00867052,0
23.5,Harbin,Regular,1188.84507,0.003521127,0,0,0,0
27.38,Harbin,Regular,1410.674033,0.022099448,0,0,0.002762431,0
20.67,Harbin,Regular,1351.206349,0.015873016,0,0,0,0
12.75,Harbin,Regular,1232.941176,0.013071895,0,0,0,0
19,Harbin,Regular,1441.571429,0.012987013,0,0,0,0
51.08,Harbin,Regular,1137.162267,0.019151139,0,0,0.000517598,0
29.75,Harbin,Regular,1828.573333,0.185,0,0,0,0
35.13,Harbin,Regular,1787.3867,0.086206897,0,0,0.001231527,0.002463054
23.8,Harbin,Regular,1469,0.049586777,0,0,0,0
46.73,Harbin,Regular,1748.940374,0.056752874,0,0,0.003951149,0
10.75,Harbin,Regular,1901.790698,0.209302326,0,0,0.023255814,0
5,Harbin,Regular,1471,0,0,0,0,0
43.1,Harbin,Regular,1303.282186,0.002963451,0,0,0,0
45.64,Harbin,Regular,1576.252336,0.03271028,0,0,0,0
25.33,Harbin,Regular,1440.307692,0.038461538,0,0,0,0
15,Harbin,Regular,1301.666667,0.022222222,0,0,0,0
29.11,Harbin,Regular,1662.39924,0.041825095,0,0,0,0
36.43,Harbin,Regular,1936.988281,0.16015625,0,0,0,0
17.14,Harbin,Regular,1666.975207,0.140495868,0,0,0,0
28.04,Harbin,Regular,1456.899705,0.016224189,0,0,0.002949853,0
23.43,Harbin,Regular,1479.621951,0.012195122,0,0,0.006097561,0
46.93,Harbin,Regular,1649.115472,0.028679245,0,0,0.000754717,0
33.39,Harbin,Regular,1422.490179,0.015178571,0,0,0.004464286,0
26.72,Harbin,Regular,1458.824077,0.013256897,0,0,0,0
10,Harbin,Regular,1785.1,0.1,0,0,0,0
9.75,Harbin,Regular,1731.641026,0.051282051,0,0,0,0
31.86,Harbin,Regular,1379.15708,0.022123894,0,0,0.002212389,0
24.29,Harbin,Regular,1528.647059,0.035294118,0,0,0,0
18,Harbin,Regular,1461.222222,0.111111111,0,0,0,0
12,Harbin,Regular,1062.5,0,0,0,0,0
50.45,Harbin,Regular,1514.42446,0.012589928,0,0,0,0
42.56,Harbin,Regular,1738.520311,0.062229905,0,0,0.002592913,0
24.2,Harbin,Regular,1568.190083,0.008264463,0,0,0.008264463,0
50.73,Harbin,Elite,1441.491492,0.013109915,0,0,8.68E-05,0
30.7,Harbin,Regular,1516.235423,0.025427444,0,0,0.000438404,0
25,Harbin,Regular,1727.038462,0.192307692,0,0,0,0
27.82,Harbin,Regular,1601.96301,0.052295918,0,0,0,0.00127551
7,Harbin,Regular,1153.285714,0,0,0,0,0
41.12,Harbin,Regular,1688.574661,0.034690799,0.001508296,0,0,0
31.46,Harbin,Regular,1580.656934,0.04136253,0,0,0,0
19,Harbin,Regular,1196.6,0,0,0.05,0,0
47.53,Harbin,Regular,1684.142061,0.054317549,0,0,0,0
28.43,Harbin,Regular,1601.813456,0.097859327,0.001529052,0,0.001529052,0
43.19,Harbin,Regular,1322.729849,0.046058459,0,0,0,0
42.18,Harbin,Regular,1900.27423,0.088994565,0,0,0.000679348,0.000452899
49.27,Harbin,Regular,1658.755261,0.053522415,0,0,0.004117109,0
20.2,Harbin,Regular,1419.45098,0.019607843,0,0,0,0
41,Harbin,Regular,1569.294237,0.026289181,0,0,0.001011122,0
37.65,Harbin,Regular,1524.574534,0.038819876,0,0,0,0
22.62,Harbin,Regular,1171.913043,0.02173913,0,0,0,0
40.29,Harbin,Regular,1540.43734,0.090366581,0,0,0.00170503,0
26.03,Harbin,Regular,1673.384988,0.099273608,0,0,0.000605327,0
33.74,Harbin,Regular,1388.040481,0.020787746,0,0,0,0
6.5,Harbin,Regular,1108.153846,0,0,0,0,0
49.98,Harbin,Regular,1783.388326,0.044862518,0,0,0.000964785,0.000482393
39.02,Harbin,Regular,1820.082984,0.060352054,0,0,0.000558815,0
18.89,Harbin,Regular,1532.209302,0.040697674,0,0,0,0
19.26,Harbin,Regular,1369.456198,0.021487603,0,0.001652893,0,0
58.06,Harbin,Elite,1666.548829,0.076566125,0,0,0.001476482,0
29.75,Harbin,Regular,1217.741667,0,0,0,0,0
37.12,Harbin,Regular,1671.234399,0.01978691,0,0,0.000253678,0
30,Harbin,Regular,1442.311111,0.077777778,0,0,0,0
44.71,Harbin,Regular,1661.534416,0.032492518,0,0,0,0
20.5,Harbin,Regular,1218.926829,0.024390244,0,0,0,0
26.7,Harbin,Regular,1628.804979,0.095435685,0,0,0.001383126,0
19,Harbin,Regular,1091.6,0,0,0,0,0
25.85,Harbin,Regular,1528.940853,0.056854654,0,0,0.000458505,0
22.33,Harbin,Regular,1131.492537,0.014925373,0,0,0,0
50,Harbin,Regular,1364.230769,0.038461538,0,0,0,0
34.5,Harbin,Regular,1643.84058,0.086956522,0,0,0,0
30.62,Harbin,Regular,1401.771712,0.029776675,0,0,0.00248139,0
17.33,Harbin,Regular,1396.660377,0,0,0,0,0
35.52,Harbin,Regular,1524.790945,0.055925433,0,0,0,0
25,Harbin,Regular,1316.064,0,0,0,0,0
8,Harbin,Regular,2071.75,0.125,0,0,0,0
30.37,Harbin,Elite,1692.025803,0.043707214,0,0.000526593,0,0.000526593
35.38,Harbin,Regular,1688.147349,0.041681901,0,0,0.000365631,0.000365631
12,Harbin,Regular,1424.861111,0,0,0,0,0
24,Harbin,Regular,1442.680556,0.041666667,0,0,0,0
32.34,Harbin,Regular,1705.5,0.048328817,0,0,0.002258356,0.000451671
27.21,Harbin,Regular,1540.412073,0.020997375,0,0,0.002624672,0
43.29,Harbin,Regular,1561.814516,0.010752688,0,0,0,0
13,Harbin,Regular,1408.703704,0.074074074,0,0,0,0
60.75,Harbin,Elite,1464.603822,0.004421132,0.000149869,7.49E-05,0.000149869,7.49E-05
19.14,Harbin,Regular,1824.147059,0.066176471,0,0,0,0
35.93,Harbin,Regular,1229.731755,0.025641026,0,0,0,0
27.48,Harbin,Regular,1435.386482,0.03812825,0,0,0,0
25.37,Harbin,Regular,1427.476289,0.002061856,0,0,0.002061856,0
24,Harbin,Regular,1192.22449,0.020408163,0,0,0,0
28.84,Harbin,Elite,1712.724832,0.039873668,0,0.000394789,0,0
55.45,Harbin,Elite,1679.743526,0.084959205,0,0,0.000886839,0.000177368
15,Harbin,Regular,1244.6,0.066666667,0,0,0,0
11.33,Harbin,Regular,1986.305556,0.361111111,0,0,0,0
12.89,Harbin,Regular,1297.974138,0,0,0,0,0
11.4,Harbin,Regular,1704.534483,0,0,0,0,0
37.83,Harbin,Regular,1164.785199,0.008122744,0,0,0.000902527,0.000902527
12,Harbin,Regular,1301.061856,0.020618557,0,0,0,0
39.85,Harbin,Regular,1507.088123,0.017241379,0,0,0.001915709,0
26.6,Harbin,Regular,1441.350746,0.020522388,0,0,0,0
33.59,Harbin,Regular,1511.80131,0.081877729,0.001091703,0,0,0
18.2,Harbin,Regular,1428.206522,0.038043478,0,0.010869565,0.005434783,0
27.86,Harbin,Regular,1618.855754,0.045380875,0,0,0.004862237,0.001620746
21.8,Harbin,Regular,1798.463636,0.281818182,0,0,0,0
10,Harbin,Regular,2097.05,0.25,0,0,0,0
20,Harbin,Regular,1560.95,0.1,0,0,0,0
16.5,Harbin,Regular,1472.69697,0.080808081,0,0,0,0
41.15,Harbin,Regular,1586.62254,0.04293381,0.001788909,0,0.000894454,0
40.18,Harbin,Elite,1615.298492,0.021932831,0,0,0.0003427,0
22.38,Harbin,Regular,1512.24581,0,0,0,0,0
25.5,Harbin,Regular,1648.589577,0.071661238,0,0,0.006514658,0
35.07,Harbin,Regular,1472.070304,0.027282267,0.002098636,0,0,0
26,Harbin,Regular,1087.461538,0,0,0,0,0
45.8,Harbin,Regular,1600.223754,0.013255567,0,0,0.000530223,0.000530223
10.67,Harbin,Regular,1692.53125,0.28125,0,0,0,0
10.31,Harbin,Regular,1599.012048,0.024096386,0,0,0,0
14.5,Harbin,Regular,1868.568966,0.068965517,0,0,0,0
31.51,Harbin,Elite,1662.607774,0.011288605,0,0,0.000106496,0.000106496
25.2,Harbin,Regular,1603.885117,0.065274151,0,0,0,0
48.41,Harbin,Elite,1551.810744,0.007367613,0.000153492,0,0,0
40.46,Harbin,Regular,1296.098332,0.027216857,0.001755926,0,0.000877963,0
14,Harbin,Regular,962.7857143,0,0,0,0,0
40.93,Harbin,Regular,1299.180947,0.010146561,0,0,0.000563698,0
20,Harbin,Regular,1823.126246,0.023255814,0,0,0,0
40.43,Harbin,Regular,1331.972759,0.049209139,0,0,0,0
37,Harbin,Regular,1532.506404,0.070607553,0,0,0.000985222,0
19.74,Harbin,Regular,1613.421053,0.085526316,0.004385965,0.002192982,0.002192982,0
30.8,Harbin,Regular,1480.923567,0.012738854,0,0,0,0
29.64,Harbin,Regular,1407.090284,0.009458298,0,0,0.00171969,0
13.25,Harbin,Regular,1228.264151,0,0,0,0,0
2,Harbin,Regular,2008,0,0,0,0,0
58.29,Harbin,Elite,1791.153264,0.107379376,0,0,0.000709555,0.000236518
35.43,Harbin,Elite,1570.269714,0.035630841,0,0,0.000146028,0.000292056
7.33,Harbin,Regular,2012.565217,0.043478261,0.043478261,0,0.043478261,0
52.21,Harbin,Elite,1553.34916,0.013305322,0,0,0.000140056,0
23.77,Harbin,Regular,1525.710476,0.051428571,0,0,0,0
31.57,Harbin,Elite,1639.064632,0.033564494,0.000138696,0,0.000693481,0.000138696
